ColonyID,Species,Site,Pair,Bleach,Date,F0,Fm,Yield,FragVol.mL,ColorScore,BleachScore,DateBlast,BlastVolume.mL,SA.cm2,AFDW.g,BM.mgcm2,SymSlurry.cellmL,SymFrag.cells,ProtSlurry.mgmL,ProtFrag.mg,ProtHost.mgmL,ProtHostFrag.mg,ChlaSlurry.ugmL,ChlaFrag.ug,TAChost.uMCRE,alpha,beta,ik,NPumolmin,Rumolmin,GPumolmin,NP.umolcm2hr,R.umolcm2hr,GP.umolcm2hr,PR,SymSA.cellcm2,ChlProt.ugug,ChlSym.ugcell,ChlSA.ugcm2,ProtSA.mgcm2,TAC.umolmg
35,Porites compressa,13,5,Bleach,10/2/19,2163,4067,0.468,4,2,1,2/18/20,30,17.49668736,0.136666667,7.811002383,788882.5017,23666475.05,0.183521749,5.50565247,0.052295918,1.56887754,6.5301,195.903,401.0489914,0.002133781,0.001522196,562.5766506,0.270704228,-0.022197122,0.29290135,0.928304504,-0.076118826,1.00442333,13.19546518,1352626.046,0.035582159,8.28E-06,11.19657658,0.314668277,7.668839304
36,Porites compressa,13,5,Non-bleach,10/2/19,2241,4067,0.449,4,3,1,3/9/20,21,16.503264,0.037333333,2.262178763,235362.7832,4942618.447,0.154241355,3.239068455,0.222402667,4.670456007,20.37792667,427.9364601,685.5756007,0.002792458,0.000877115,569.2221548,0.345715487,-0.042129579,0.387845066,1.25689859,-0.153168169,1.410066759,9.206003819,299493.3879,0.13211714,8.66E-05,25.93041353,0.196268354,3.082587138
41,Porites compressa,13,6,Bleach,10/2/19,2442,4067,0.4,3.5,2,2,3/3/20,19,8.7393125,0.059111111,6.763817075,303831.7829,5772803.875,0.125946836,2.392989884,0.080019825,1.520376675,13.52966,257.06354,1246.361479,0.001949132,0.001208379,674.1709402,0.296543692,-0.024741082,0.321284773,2.0359292,-0.169860604,2.205789804,12.98588209,660555.8361,0.10742358,4.45E-05,29.41461814,0.273819009,15.57565864
42,Porites compressa,13,6,Non-bleach,10/2/19,2362,4067,0.419,6,3,1,9/19/20,22.5,25.65192066,0.055,2.144088964,1232043.319,27720974.68,0.260382455,5.858605238,0.239578807,5.390523158,19.24588667,433.0324501,1134.659941,0.004060222,0.000618374,447.1434459,0.390332755,-0.049018645,0.439351401,0.912990713,-0.114654913,1.027645625,8.962944614,1080658.834,0.073913915,1.56E-05,16.88109268,0.228388561,4.736061403
43,Porites compressa,13,7,Bleach,10/2/19,1902,4067,0.532,6,3,1,2/24/20,20,23.20079544,0.075555556,3.256593325,1236935.795,24738715.9,0.294330398,5.88660796,0.145792387,2.91584774,22.01335333,440.2670666,3075.427711,0.002679486,0.000514266,805.059514,0.424297564,-0.097731694,0.522029259,1.097283665,-0.252745716,1.350029382,5.341453096,1066287.402,0.074791301,1.78E-05,18.9763781,0.253724402,21.09456999
44,Porites compressa,13,7,Non-bleach,10/2/19,2044,4067,0.497,4.5,1,5,3/2/20,11,17.60523586,0.139333333,7.914312222,167222.9495,1839452.445,0.176153706,1.937690766,0.217569185,2.393261038,5.30974,58.40714,694.2298516,0.001539977,0.001399936,846.4560178,0.275450532,-0.04195727,0.317407802,0.938756631,-0.142993607,1.081750239,7.565025144,104483.2605,0.030142653,3.18E-05,3.31760054,0.110063323,3.1908464
45,Porites compressa,13,8,Bleach,10/2/19,1894,4067,0.534,9.5,2,2,2/18/20,29,27.42115,0.048333333,1.762629698,1621377.82,47019956.78,0.285166157,8.269818553,0.077641825,2.251612925,21.43363333,621.5753666,421.09824,0.006841823,0.000925334,371.426687,0.475887298,-0.130197405,0.606084703,1.041285208,-0.284883905,1.326169112,4.655121226,1714733.218,0.075161911,1.32E-05,22.66773518,0.301585402,5.423600489
46,Porites compressa,13,8,Non-bleach,10/2/19,2195,4067,0.46,8,3,1,9/19/20,28,32.46885266,0.074666667,2.299639826,773656.9312,21662394.07,0.294439204,8.244297712,0.234120653,6.555378284,13.96991333,391.1575732,2313.974465,0.004688921,0.00072136,486.287741,0.425969884,-0.121269668,0.547239552,0.787160338,-0.224097235,1.011257573,4.512583908,667174.6088,0.047445833,1.81E-05,12.04716339,0.253914045,9.883683628
201,Montipora capitata,13,9,Bleach,10/2/19,1944,4067,0.522,6.5,1,4,10/7/20,30,36.16899096,0.106666667,2.949119227,266751.7478,8002552.434,0.155139272,4.65417816,0.146989187,4.40967561,2.502466667,75.07400001,1675.92105,0.002156121,0.001598341,539.3340865,0.264366096,-0.0164669,0.280832996,0.438551515,-0.027316604,0.465868119,17.05439366,221254.5117,0.016130453,9.38E-06,2.075645408,0.128678684,11.40166215
202,Montipora capitata,13,9,Non-bleach,10/2/19,1691,4067,0.584,6,3,1,3/10/20,24,22.60141666,0.042666667,1.887787271,850576.9216,20413846.12,0.105620373,2.534888952,0.134836302,3.236071248,8.693993333,208.65584,1157.884272,0.003832104,0.000929764,429.4703615,0.34313967,-0.055137901,0.398277572,0.910933174,-0.146374634,1.057307808,7.22329947,903210.9105,0.082313602,1.02E-05,9.231980594,0.112156198,8.587333343
203,Montipora capitata,13,10,Bleach,10/2/19,2103,4067,0.483,2,2,3,10/7/20,23,11.04092434,0.035777778,3.240469428,414464.9446,9532693.726,0.122288906,2.812644838,0.090243465,2.075599695,3.19912,73.57976,1060.935106,0.001945595,0.001455634,621.1598313,0.274747731,-0.022549533,0.297297264,1.493069181,-0.122541548,1.615610729,13.18418717,863396.3455,0.026160345,7.72E-06,6.664275357,0.254747225,11.75636492
204,Montipora capitata,13,10,Non-bleach,10/2/19,1689,4067,0.585,8.5,3,1,9/19/20,30,52.54299074,0.136666667,2.601044682,1131784.116,33953523.48,0.25464156,7.6392468,0.40414598,12.1243794,8.868833333,266.065,2330.10449,0.007385603,0.00055292,385.9515395,0.555781073,-0.126910048,0.682691121,0.634658665,-0.144921383,0.779580048,5.379330723,646204.6222,0.034828695,7.84E-06,5.063758196,0.145390407,5.765502084
209,Montipora capitata,13,11,Bleach,10/2/19,1832,4067,0.55,5.5,1,4,3/2/20,22.5,26.60675,0.045,1.69130014,391342.2675,8805201.019,0.195135728,4.39055388,0.168142918,3.783215662,2.677666667,60.24750001,42.6649164,0.002645467,0.001238992,500.6775242,0.293722725,-0.027474798,0.321197523,0.662364382,-0.061957506,0.724321887,11.69062368,330938.6159,0.013722073,6.84E-06,2.264369004,0.165016542,0.253741976
210,Montipora capitata,13,11,Non-bleach,10/2/19,1055,2881,0.634,6.5,3,2,10/7/20,35,28.73833344,0.097222222,3.383015317,660686.2665,23124019.33,0.102344685,3.582063975,0.12680323,4.43811305,8.732286667,305.6300333,1358.440794,0.003827872,0.00075028,470.4716417,0.376180214,-0.058738397,0.434918612,0.785390458,-0.122634245,0.908024703,7.404332322,804640.2335,0.085322327,1.32E-05,10.63492544,0.124644109,10.71298258
211,Montipora capitata,13,12,Bleach,10/2/19,487,986,0.506,5.5,1,5,9/19/20,14.5,23.35547986,0.048333333,2.069464367,117835.7886,1708618.935,0.318005704,4.611082708,0.447006289,6.481591191,0.0512,0.7424,3100.448185,0.001874258,0.003058544,305.0560942,0.124666809,-0.013983494,0.138650303,0.320267816,-0.035923459,0.356191275,9.915283105,73157.0897,0.000161003,4.35E-07,0.031786973,0.197430442,6.936028108
212,Montipora capitata,13,12,Non-bleach,10/2/19,1912,4067,0.53,8.5,3,1,2/10/20,25,43.42186176,0.019444444,0.447803103,1237565.49,30939137.25,0.225994378,5.64985945,0.140328365,3.508209125,4.977386667,124.4346667,100.984298,0.00552278,0.000473737,425.2876484,0.482113337,-0.080417106,0.562530444,0.666180561,-0.111119749,0.77730031,6.995158988,712524.4288,0.022024383,4.02E-06,2.86571468,0.130115551,0.719628551
217,Montipora capitata,13,13,Bleach,10/2/19,1693,4067,0.584,4,3,3,3/3/20,23.5,24.00585634,0.067888889,2.828013628,222693.4937,5233297.102,0.143451954,3.371120919,0.107672621,2.530306594,7.019426667,164.9565267,1749.184813,0.002970735,0.000899867,557.7098126,0.353370836,-0.05089033,0.404261167,0.883211574,-0.127194789,1.010406363,7.943771753,218000.8506,0.048932249,3.15E-05,6.871511866,0.140429105,16.24540014
218,Montipora capitata,13,13,Non-bleach,10/2/19,1723,4067,0.576,4,3,2,3/10/20,25,25.45029056,0.033333333,1.309742742,538078.1612,13451954.03,0.185345841,4.633646025,0.142749032,3.5687258,6.888413333,172.2103333,2130.299607,0.005183751,0.001134754,360.2178534,0.372609742,-0.083006495,0.455616237,0.878441228,-0.195690878,1.074132106,5.488922723,528557.9745,0.03716519,1.28E-05,6.766537022,0.182066527,14.92339091
219,Montipora capitata,13,14,Bleach,10/2/19,466,1053,0.557,4,1,4,3/9/20,22.5,19.99142466,0.025,1.250536189,595282.5767,13393857.98,0.199811723,4.495763768,0.247947694,5.578823115,0.657386667,14.79120001,997.5353271,0.001625205,0.002724469,432.4485163,0.156225502,-0.015261966,0.171487468,0.468877545,-0.045805538,0.514683083,11.23626324,669980.1644,0.003290031,1.10E-06,0.739877235,0.224884612,4.023168399
220,Montipora capitata,13,14,Non-bleach,10/2/19,1667,4067,0.59,7,3,1,2/10/20,30,36.3849765,0.086666667,2.381935486,904060.6921,27121820.76,0.255801356,7.67404068,0.155867795,4.67603385,4.433073333,132.9922,99.9842,0.006026939,0.001124261,355.1172632,0.407733515,-0.108071575,0.51580509,0.672365719,-0.178213514,0.850579233,4.772809978,745412.6227,0.01733014,4.90E-06,3.655140467,0.210912344,0.641467983
221,Montipora capitata,13,15,Bleach,10/2/19,1398,3196,0.563,7.5,1,3,10/7/20,30.5,50.85862226,0.081333333,1.599204416,251550.5708,7672292.409,0.278158932,8.483847426,0.218821803,6.674064992,3.168273333,96.63233666,2091.07843,0.003222294,0.001077911,532.078536,0.329409814,-0.082930677,0.41234049,0.388618251,-0.097836717,0.486454967,4.972110491,150855.2939,0.011390155,1.26E-05,1.900018765,0.166812372,9.55607897
222,Montipora capitata,13,15,Non-bleach,10/2/19,1869,4067,0.54,3.5,3,1,3/3/20,25,21.73788696,0.047222222,2.17234648,1240102.563,31002564.08,0.114262857,2.856571425,0.105316439,2.632910975,10.69922,267.4805,1427.265765,0.004318077,0.001204886,395.8175757,0.341781997,-0.076110256,0.417892253,0.943372273,-0.210076323,1.153448596,5.490616832,1426199.526,0.093636902,8.63E-06,12.30480683,0.131409802,13.55216506
229,Porites compressa,13,16,Bleach,10/2/19,1284,3186,0.597,4,2,3,2/24/20,21,16.153216,0.044333333,2.744551508,989049.6248,20770042.12,0.220338669,4.627112049,0.107060166,2.248263486,17.81740667,374.1655401,968.8942974,0.002903823,0.000881149,558.2982606,0.344762859,-0.050809778,0.395572637,1.280597716,-0.188729395,1.469327111,7.785364394,1285814.671,0.08086373,1.80E-05,23.16353227,0.286451444,9.049998086
230,Porites compressa,13,16,Non-bleach,10/2/19,2696,4067,0.337,6,2,2,2/18/20,25,24.47099234,0.055555556,2.270261654,1318753.761,32968844.03,0.206685856,5.1671464,0.074501509,1.862537725,15.69222,392.3055,398.028985,0.006118606,0.000636082,399.7630305,0.484371829,-0.107558351,0.591930179,1.187622852,-0.263720447,1.4513433,5.503340029,1347262.243,0.075923047,1.19E-05,16.0314504,0.211153938,5.342562726
237,Porites compressa,13,17,Bleach,10/2/19,2137,4067,0.475,3.5,2,2,2/24/20,17.5,11.73981624,0.036944444,3.146935496,1131134.719,19794857.58,0.165921768,2.90363094,0.119437849,2.090162358,20.39303333,356.8780833,2457.930047,0.002454513,0.000866939,674.4507583,0.349989936,-0.054767138,0.404757074,1.788732952,-0.279904574,2.068637526,7.39050988,1686130.104,0.122907522,1.80E-05,30.39894969,0.24733189,20.57915533
238,Porites compressa,13,17,Non-bleach,10/2/19,2076,4067,0.49,5,3,1,10/7/20,32,17.57919106,0.074666667,4.247446109,794081.5862,25410610.76,0.222086992,7.106783744,0.121462,3.886784,9.785433333,313.1338667,801.6713478,0.004126331,0.000662678,510.7882603,0.433858455,-0.078308133,0.512166588,1.480813721,-0.267275551,1.748089271,6.540400962,1445493.747,0.044061263,1.23E-05,17.81275746,0.404272513,6.600182343
239,Porites compressa,13,18,Bleach,10/2/19,1400,3361,0.583,3,2,2,3/2/20,22.5,9.00012056,0.0725,8.055447648,517267.8518,11638526.67,0.153896761,3.462677123,0.155139272,3.49063362,8.2799,186.29775,387.959225,0.001692272,0.000986876,846.9499218,0.319627736,-0.031523325,0.351151061,2.130823033,-0.210152684,2.340975717,11.13940426,1293152.308,0.053801652,1.60E-05,20.69947272,0.384736749,2.500715776
240,Porites compressa,13,18,Non-bleach,10/2/19,2435,4067,0.401,3,3,1,3/2/20,22,17.00946944,0.053777778,3.161637579,745426.5049,16399383.11,0.189217131,4.162776882,0.064561044,1.420342968,20.76946667,456.9282667,6008.027397,0.003519649,0.0007649,505.3950917,0.377517762,-0.058291503,0.435809266,1.331673854,-0.205620182,1.537294037,7.476377224,964132.5479,0.109765255,2.79E-05,26.86316985,0.244732906,93.05963821
243,Porites compressa,13,19,Bleach,10/2/19,2108,4067,0.482,5,2,4,3/9/20,17.5,20.58860306,0.027222222,1.322198604,638517.7155,11174060.02,0.243135822,4.254876885,0.131961318,2.309323065,14.56793333,254.9388333,2424.339629,0.002283015,0.000634493,828.6152027,0.378032128,-0.08166092,0.459693048,1.101673951,-0.237979001,1.339652952,5.629290575,542730.3634,0.059916853,2.28E-05,12.38252214,0.206661757,18.37159302
244,Porites compressa,13,19,Non-bleach,10/2/19,2060,4067,0.493,7.5,3,1,10/7/20,32,27.299296,0.074666667,2.735113267,947799.7559,30329592.19,0.251654998,8.052959936,0.16385192,5.24326144,12.11697333,387.7431466,2617.619869,0.003285409,0.000694554,549.8158905,0.371465522,-0.062966482,0.434432003,0.816428793,-0.13839144,0.954820234,6.8994168,1111002.723,0.048149146,1.28E-05,14.20341193,0.294987824,15.97552149
247,Porites compressa,13,20,Bleach,10/2/19,2030,4067,0.501,4,3,1,2/11/20,27.5,15.81556946,0.067222222,4.250382662,41567.89375,1143117.078,0.167525466,4.606950315,0.15078739,4.146653221,10.01531333,275.4211166,417.6237666,0.003005388,0.000660801,626.6545351,0.395972962,-0.063562002,0.459534965,1.502214499,-0.241137074,1.743351573,7.229711928,72277.95881,0.059783826,0.000240939,17.41455578,0.291292092,2.769619973
248,Porites compressa,13,20,Non-bleach,10/2/19,2059,4067,0.494,4,3,1,10/7/20,35,26.47600056,0.062222222,2.350136762,894361.5697,31302654.94,0.173692032,6.07922112,0.123599949,4.325998215,8.887673333,311.0685667,781.7672075,0.003049438,0.000737292,581.7835359,0.378267752,-0.054615776,0.432883529,0.857231631,-0.123770453,0.981002084,7.92597966,1182303.002,0.051169148,9.94E-06,11.7490769,0.229612517,6.324980017
3,Montipora capitata,13,1,Bleach,10/16/19,1086,3477,0.688,2,2,3,3/2/20,14.5,15.32758016,0.040277778,2.627797562,492234.5379,7137400.8,0.165071976,2.393543652,0.081411533,1.180467229,9.44978,137.02181,721.4842649,0.003927144,0.001208181,341.6942063,0.294419519,-0.03568354,0.330103059,1.152508807,-0.139683653,1.29219246,9.250849509,465657.3788,0.057246422,1.92E-05,8.939559185,0.156159265,8.862187432
4,Montipora capitata,13,1,Non-bleach,10/16/19,1160,3552,0.673,4,3,1,2/24/20,15,23.45990336,0.061666667,2.628598495,2417111.812,36256677.18,0.182008222,2.73012333,0.221722175,3.325832625,8.626026667,129.3904,1539.0866,0.008926679,0.000720258,257.6408936,0.429510516,-0.131659607,0.561170123,1.098496893,-0.336726726,1.435223619,4.262280097,1545474.277,0.04739361,3.57E-06,5.515385039,0.116374023,6.941509572
11,Montipora capitata,13,2,Bleach,10/16/19,891,2569,0.653,2,2,2,9/19/20,22.5,15.406814,0.04,2.596253839,214720.8295,4831218.664,0.150167679,3.378772778,0.2361669,5.31375525,3.587433333,80.71724999,557.6820735,0.007491506,0.000698337,317.7448405,0.447187083,-0.138388212,0.585575295,1.741516772,-0.538936391,2.280453163,4.231395772,313576.7501,0.023889517,1.67E-05,5.239061755,0.219303795,2.361389651
12,Montipora capitata,13,2,Non-bleach,10/16/19,974,2679,0.636,5,3,2,10/16/20,24,26.65574936,0.058666667,2.200901047,874514.2289,20988341.49,0.172112671,4.130704104,0.029030187,0.696724488,4.785825,114.8598,1340.841676,0.008631376,0.001180178,274.0541061,0.480705892,-0.094101868,0.57480776,1.08203124,-0.21181592,1.29384716,6.108356539,787385.1606,0.027806349,5.47E-06,4.309006603,0.154964846,46.1878415
19,Montipora capitata,13,3,Bleach,10/16/19,826,2434,0.661,4,2,3,3/9/20,17,19.22875874,0.028333333,1.47348738,583825.4729,9925033.039,0.219207603,3.726529251,0.13699337,2.32888729,6.522113333,110.8759267,848.6288275,0.008363096,0.000695146,304.8293606,0.499529709,-0.122503689,0.622033398,1.558695646,-0.382251474,1.94094712,5.077670751,516155.6798,0.029753135,1.12E-05,5.766151014,0.193799782,6.19467079
20,Montipora capitata,13,3,Non-bleach,10/16/19,1556,4067,0.617,3,3,1,10/7/20,22.5,15.61351906,0.0425,2.722000072,1184747.243,26656812.97,0.143931208,3.23845218,0.149103827,3.354836108,7.8152,175.842,482.6475315,0.005475278,0.001483482,278.0726759,0.329213975,-0.043804701,0.373018675,1.265111242,-0.168333738,1.43344498,8.515494155,1707290.513,0.054298162,6.60E-06,11.26216321,0.207413343,3.23698956
26,Porites compressa,13,4,Non-bleach,10/16/19,1821,4067,0.552,7,3,1,2/10/20,26,26.8108,0.063555556,2.370520669,766678.7816,19933648.32,0.268776345,6.98818497,0.069896582,1.817311132,24.5151,637.3926,350.048223,0.008596895,0.000455364,392.3359162,0.730914015,-0.081947818,0.812861833,1.635715491,-0.18339136,1.819106852,9.919261474,743493.2311,0.091210036,3.20E-05,23.77372551,0.260648133,5.008087849
27,Porites compressa,13,4,Bleach,10/16/19,1791,4067,0.56,3,3,1,10/7/20,25,9.1398,0.055555556,6.078421361,137246.9,3431172.5,0.136774,3.41935,0.08739,2.18475,8.1363,203.4075,341.95882,0.00427043,0.000626765,458.5915667,0.410720048,-0.069083832,0.47980388,2.696251874,-0.453514292,3.149766166,6.945241254,375410.0199,0.059487183,5.93E-05,22.25513687,0.374116501,3.913020025
35,Porites compressa,13,5,Bleach,10/16/19,1566,4067,0.615,3,2,2,2/10/20,27.5,9.27879906,0.073333333,7.903321632,137750.1135,3788128.122,0.181068564,4.97938551,0.055004657,1.512628068,8.95674,246.31035,346.028567,0.009924482,0.000734648,256.5926192,0.536218785,-0.087685678,0.623904464,3.46738052,-0.567006643,4.034387163,7.115237956,408256.2945,0.049466013,6.50E-05,26.54549887,0.536641162,6.290895822
36,Porites compressa,13,5,Non-bleach,10/16/19,1421,3238,0.561,4,3,1,9/19/20,25,15.34519104,0.058333333,3.801408088,941258.0686,23531451.72,0.214590316,5.3647579,0.173045897,4.326147425,16.74664667,418.6661668,4503.213361,0.008329453,0.000944247,309.9434537,0.53399246,-0.095932441,0.629924901,2.087921063,-0.375097739,2.463018802,6.566338708,1533474.015,0.078040086,1.78E-05,27.28321633,0.349605156,26.02323106
41,Porites compressa,13,6,Bleach,10/16/19,1672,4067,0.589,6,3,1,3/3/20,27.5,18.90627224,0.064166667,3.393935402,271445.5377,7464752.287,0.16509029,4.539982975,0.131089468,3.60496037,9.827186667,270.2476333,5314.747811,0.004514922,0.000980291,404.1224187,0.364232281,-0.077316369,0.44154865,1.15590935,-0.245367362,1.401276712,5.7109336,394829.4086,0.059526134,3.62E-05,14.29407288,0.240131048,40.54290472
42,Porites compressa,13,6,Non-bleach,10/16/19,1860,4067,0.543,4,3,1,3/2/20,25,13.18249216,0.061111111,4.635778301,330636.9996,8265924.99,0.238084087,5.952102175,0.087038041,2.175951025,15.99738667,399.9346668,3897.242123,0.010078925,0.000738549,210.1606312,0.390117193,-0.126721958,0.516839151,1.775615056,-0.576773905,2.352388961,4.078528766,627038.1116,0.067192171,4.84E-05,30.3383201,0.4515157,44.7763079
43,Porites compressa,13,7,Bleach,10/16/19,1676,4067,0.588,3,3,1,9/19/20,17.5,10.05308786,0.035,3.481517369,748716.1359,13102532.38,0.234079614,4.096393245,0.189273327,3.312283223,12.51504,219.0132,5394.196143,0.004133598,0.000610147,473.4859643,0.419095871,-0.060418284,0.479514156,2.501296381,-0.360595382,2.861891763,7.936573577,1303334.116,0.053464887,1.67E-05,21.78566457,0.407476121,28.49950507
44,Porites compressa,13,7,Non-bleach,10/16/19,1717,4067,0.578,6,1,4,2/18/20,17.5,20.86081554,0.042777778,2.050628255,739478.9336,12940881.34,0.145179378,2.540639115,0.045347825,0.793586938,4.861806667,85.08161667,385.927496,0.003529851,0.001057077,451.7533089,0.319680999,-0.066217493,0.385898492,0.919468364,-0.190455143,1.109923507,5.827742398,620343.9801,0.033488273,6.57E-06,4.078537414,0.121790019,8.510386016
45,Porites compressa,13,8,Bleach,10/16/19,1921,4067,0.528,4,2,2,9/19/20,20,25.44205464,0.044444444,1.746888963,1106494.581,22129891.62,0.2591083,5.182166,0.28410356,5.6820712,22.06322,441.2644,5892.32124,0.003845438,0.000300195,709.1165451,0.594654954,-0.070699791,0.665354745,1.402374838,-0.166731323,1.569106162,9.410986036,869815.427,0.085150572,1.99E-05,17.34389798,0.203685043,20.74004719
46,Porites compressa,13,8,Non-bleach,10/16/19,2041,4067,0.498,3,3,1,3/10/20,22.5,14.2807085,0.02,1.400490739,172871.3331,3889604.995,0.154241355,3.470430488,0.094701684,2.13078789,13.56964667,305.3170501,859.7335326,0.012442038,0.000697247,262.4300279,0.598470629,-0.201494644,0.799965273,2.51445772,-0.846574149,3.361031869,3.97015651,272367.7887,0.087976708,7.85E-05,21.37968506,0.243015288,9.078334157
201,Montipora capitata,13,9,Bleach,10/16/19,1554,4067,0.618,2,2,3,3/2/20,11,11.02736896,0.013444444,1.219188774,115340.4406,1268744.847,0.119450476,1.313955236,0.198181426,2.179995684,4.079626667,44.87589334,18.57586538,0.002086083,0.001432307,621.3670276,0.287885117,-0.030985788,0.318870905,1.566385154,-0.168593914,1.734979069,10.29087608,115054.1758,0.034153289,3.54E-05,4.069501393,0.11915401,0.093731616
202,Montipora capitata,13,9,Non-bleach,10/16/19,1232,3641,0.662,3,3,1,2/24/20,16,22.76512696,0.039111111,1.718027366,1229791.326,19676661.22,0.147785172,2.364562752,0.108358812,1.733740992,12.99845333,207.9752533,696.1746091,0.016557031,0.001704315,193.1088341,0.630759588,-0.152581105,0.783340693,1.662436382,-0.402144311,2.064580693,5.133929874,864333.4717,0.087955058,1.06E-05,9.135694858,0.10386776,6.424716147
203,Montipora capitata,13,10,Bleach,10/16/19,1335,3807,0.649,4,2,2,9/10/20,24,18.28088434,0.042666667,2.333949817,199548.6266,4789167.038,0.205372505,4.92894012,0.018949259,0.454782216,3.353491667,80.48380001,482.6475315,0.011110301,0.000698697,257.0456946,0.565073936,-0.131754693,0.696828629,1.854638733,-0.432434309,2.287073042,5.288833456,261976.7703,0.016328825,1.68E-05,4.402620711,0.26962263,25.4705227
204,Montipora capitata,13,10,Non-bleach,10/16/19,1372,4053,0.661,4,3,1,3/10/20,26,24.9428885,0.060666667,2.432222983,378717.4516,9846653.742,0.143313247,3.726144422,0.056852459,1.478163934,7.815993333,203.2158267,670.9047056,0.006689742,0.001347962,298.8675776,0.426289377,-0.061551288,0.487840665,1.025437074,-0.148061331,1.173498405,7.92575886,394767.9813,0.054537829,2.06E-05,8.147245124,0.149387046,11.80080365
209,Montipora capitata,13,11,Bleach,10/16/19,1135,3467,0.673,4,2,3,2/18/20,28,17.04432064,0.065333333,3.833143879,517444.543,14488447.2,0.112497015,3.14991642,0.045770353,1.281569884,4.145646667,116.0781067,30.99683,0.014090629,0.000971962,203.0071435,0.607257627,-0.090703969,0.697961596,2.137689051,-0.319299211,2.456988262,7.694939976,850045.4495,0.03685117,8.01E-06,6.810368635,0.18480739,0.677225059
210,Montipora capitata,13,11,Non-bleach,10/16/19,1331,4011,0.668,4,3,1,2/18/20,20,17.3967565,0.026666667,1.532852786,770589.9579,15411799.16,0.18658425,3.731685,0.064440345,1.2888069,7.164086667,143.2817333,50.2957853,0.007241011,0.000807014,305.2666641,0.459895452,-0.07945173,0.539347183,1.586142056,-0.274022564,1.860164621,6.788362979,885900.7229,0.038395988,9.30E-06,8.236117652,0.214504641,0.78050149
211,Montipora capitata,13,12,Bleach,10/16/19,237,469,0.495,3,2,2,10/7/20,25,12.97269074,0.027777778,2.141250288,119577.6838,2989442.095,0.162579478,4.06448695,0.12680323,3.17008075,6.39965,159.99125,495.1284434,0.002126989,0.00308445,344.4473827,0.130814985,-0.048680784,0.17949577,0.60503247,-0.225153525,0.830185995,3.687199659,230441.1748,0.039363209,5.35E-05,12.33292716,0.313311019,3.904698984
212,Montipora capitata,13,12,Non-bleach,10/16/19,1179,3459,0.659,3,3,1,3/2/20,20,22.714774,0.02,0.880484217,435771.5912,8715431.824,0.171843919,3.43687838,0.155139272,3.10278544,7.840926667,156.8185333,31.95178928,0.007695227,0.000875031,293.1407263,0.447610539,-0.105056647,0.552667186,1.182342044,-0.277502159,1.459844203,5.260658905,383690.0083,0.045628188,1.80E-05,6.903812175,0.151305858,0.205955519
217,Montipora capitata,13,13,Bleach,10/16/19,717,1949,0.632,3,3,1,10/7/20,25,18.14685336,0.066666667,3.673731492,951556.3117,23788907.79,0.144867402,3.62168505,0.115036499,2.875912475,5.628013333,140.7003333,1592.32956,0.015626918,0.000965801,267.8251378,0.7776179,-0.24777606,1.025393959,2.57108343,-0.819236442,3.390319872,4.138389961,1310910.896,0.038849412,5.91E-06,7.75342868,0.199576476,13.84195081
218,Montipora capitata,13,13,Non-bleach,10/16/19,1059,3114,0.66,4,3,1,9/10/20,22.5,26.8311885,0.085,3.167955083,1052359.17,23678081.33,0.183306566,4.124397735,0.024307224,0.54691254,4.870941667,109.5961875,1539.0866,0.010096943,0.001399945,255.2404868,0.509358019,-0.119466251,0.62882427,1.13902823,-0.267150858,1.406179089,5.263614327,882483.5072,0.026572652,4.63E-06,4.084656462,0.15371655,63.31807367
219,Montipora capitata,13,14,Bleach,10/16/19,117,257,0.545,2,2,2,9/19/20,12,7.7750765,0.02,2.572321957,24890.65114,298687.8137,0.19093174,2.29118088,0.185212435,2.22254922,7.3082,87.6984,545.1514714,0.001728681,0.002917388,324.8481241,0.130889237,-0.007254223,0.13814346,1.010067777,-0.055980589,1.066048365,19.04317813,38416.06108,0.038276507,0.000293612,11.279426,0.294682744,2.943384829
220,Montipora capitata,13,14,Non-bleach,10/16/19,1177,3531,0.667,5,3,1,2/10/20,24,33.143134,0.058666667,1.770100156,795136.0005,19083264.01,0.232589852,5.582156448,0.094187801,2.260507224,7.30716,175.37184,48.935352,0.022194292,0.002655638,156.0732024,0.802458225,-0.039277792,0.841736017,1.452713961,-0.071105754,1.523819716,21.43032918,575783.3285,0.031416504,9.19E-06,5.291347523,0.168425727,0.519550849
221,Montipora capitata,13,15,Bleach,10/16/19,264,555,0.524,3,2,3,9/19/20,17.5,14.12110034,0.035,2.478560392,155856.2068,2727483.619,0.268008195,4.690143413,0.271742025,4.755485438,0.247673333,4.334283328,759.5232841,0.00199428,0.002960446,386.2609022,0.13941915,-0.049307386,0.188726536,0.592386486,-0.209505143,0.80189163,3.827551027,193149.5105,0.000924126,1.59E-06,0.306936657,0.332137249,2.795015913
222,Montipora capitata,13,15,Non-bleach,10/16/19,961,2813,0.658,8,3,1,2/11/20,22.5,44.94675264,0.045,1.001184676,241480.6184,5433313.914,0.160721814,3.616240815,0.19391621,4.363114736,6.49572,146.1537,49.9285,0.00925248,0.000397972,394.8246779,0.67806307,-0.198682715,0.876745785,0.90515514,-0.26522412,1.17037926,4.412793452,120883.3474,0.04041592,2.69E-05,3.251707663,0.080456109,0.257474607
